,,,,,,,,,,,,,,
,Master,,,,,Slave1,,,,,Slave2,,,
,Descrição:,Valor,Quantidade,Total,,Descrição:,Valor,Quantidade,Total,,Descrição:,Valor,Quantidade,Total
,Linkit Smart 7688 duo,$150.00,1,$150.00,,NodeMCU,$15.00,1,$15.00,,NodeMCU,$15.00,1,$15.00
,,,,$0.00,,,,,$0.00,,,,,$0.00
,,,,$0.00,,,,,$0.00,,,,,$0.00
,,,,$0.00,,,,,$0.00,,,,,$0.00
,,,,$0.00,,,,,$0.00,,,,,$0.00
,,,,$0.00,,,,,$0.00,,,,,$0.00
,,,,$0.00,,,,,$0.00,,,,,$0.00
,,,,$0.00,,,,,$0.00,,,,,$0.00
